ID_CLIENT|NOM_CLIENT|PREN_CLIENT|CD_POSTAL_CLIENT|VILLE_CLIENT|PAYS_CLIENT|REGION_CLIENT|CD_TYPE_CLIENT
MH-18025104|Michelle|Tupan||Amadora|Portugal|Europe du Sud|T001
PM-8940117|Paul|Jaisely||Stellenbosch|Afrique du Sud|Afrique australe|T001
EA-14035113|Erin|Kanagasabai||Singapour|Singapour|Asie du Sud-Est|T002
VT-2170059|Valerie|Ayanne||Jakarta|Indonésie|Asie du Sud-Est|T003
BC-111255|Becky|Szina||Mendoza|Argentine|Amérique du Sud|T003
EH-139901408|Erica|Oumaru|30076|Roswell|États-Unis|Sud des États-Unis|T001
LD-1685598|Lela|Sorine||San Miguelito|Panama|Amérique centrale|T002
JB-1592545|Joni|Morguin||Lyon|France|Europe de l'Ouest|T001
SM-2032093|Sean|Andrex||Masaya|Nicaragua|Amérique centrale|T003
MG-1814518|Mike|Venko||Jacobina|Brésil|Amérique du Sud|T001
EH-139901406|Erica|Denissa|6450|Meriden|États-Unis|Est des États-Unis|T001
KH-1663088|Ken|Battugs||Yangon|Myanmar (Birmanie)|Asie du Sud-Est|T002
LP-7080137|Liz|Gyesung||Mykolaïv|Ukraine|Europe de l'Est|T001
EH-139901404|Erica|Graziello|98006|Bellevue|États-Unis|Ouest des États-Unis|T001
RB-1964598|Robert|Evandine||Arraiján|Panama|Amérique centrale|T002
EH-139901402|Erica|Ghazwa|77041|Houston|États-Unis|Centre des États-Unis|T001
MO-17950124|Michael|Giblas||Lund|Suède|Europe du Nord|T001
GM-144405|Gary|Vogly||Neuquén|Argentine|Amérique du Sud|T001
EM-13825139|Elizabeth|Guangdong||Kingswood|Royaume-Uni|Europe du Nord|T002
MD-7860134|Michael|Ruthanne||Ankara|Turquie|Asie de l'Ouest|T002
SK-1999059|Sally|Enzo||Medan|Indonésie|Asie du Sud-Est|T001
AH-1003048|Aaron|Mythes||Solingen|Allemagne|Europe de l'Ouest|T002
PB-921019|Phillip|Bulus||Sofia|Bulgarie|Europe de l'Est|T002
SC-2057559|Sonia|Droctovee||Binjai|Indonésie|Asie du Sud-Est|T001
AS-1063058|Ann|Dietmar||Bhatpara|Inde|Asie du Sud|T003
AC-10660139|Anna|Trari||Chatham|Royaume-Uni|Europe du Nord|T001
EH-140051408|Erica|Mizuho|37211|Nashville|États-Unis|Sud des États-Unis|T003
EH-140051404|Erica|Pierryl|80219|Denver|États-Unis|Ouest des États-Unis|T003
CS-2460134|Chuck|Ahriyell||Ankara|Turquie|Asie de l'Ouest|T001
DJ-351038|Don|Accouchem||Cairo|Égypte|Afrique du Nord|T002
FW-439579|Fred|Nomedine||Mopti|Mali|Afrique de l'Ouest|T002
EH-140051402|Erica|Halimaepse|48911|Lansing|États-Unis|Centre des États-Unis|T003
RS-1942045|Ricardo|Keniata||Paris|France|Europe de l'Ouest|T002
SC-2077026|Stewart|Bla||Valparaíso|Chili|Amérique du Sud|T002
AG-1039082|Allen|Anisong||Mexico City|Mexique|Amérique centrale|T001
EH-140051406|Erica|Nivesse|19143|Philadelphia|États-Unis|Est des États-Unis|T003
PN-877577|Parhena|Ademir||Fianarantsoa|Madagascar|Afrique de l'Est|T003
AW-1093045|Arthur|Onofrio||Paris|France|Europe de l'Ouest|T003
BT-1144059|Bobby|Seveda||Denpasar|Indonésie|Asie du Sud-Est|T001
PC-1900045|Pauline|Niev||Strasbourg|France|Europe de l'Ouest|T003
TG-216405|Trudy|Paylak||SanÊJuan|Argentine|Amérique du Sud|T001
FW-1439528|Fred|Wili||Valledupar|Colombie|Amérique du Sud|T002
AS-102255|Alan|Otello||Presidencia Roque Sáenz Pe–a|Argentine|Amérique du Sud|T002
JC-153855|Jenna|Grosse||BuenosÊAires|Argentine|Amérique du Sud|T001
LR-1691527|Lena|Monseigneur||Shenyang|Chine|Asie de l'Est|T001
RL-961568|Rob|Djavad||Temirtau|Kazakhstan|Asie centrale|T001
ES-140201404|Erica|Choue|94110|San Francisco|États-Unis|Ouest des États-Unis|T001
ML-182658|Muhammed|Gbechede||Vienne|Autriche|Europe de l'Ouest|T001
KC-1654048|Kelly|Qaiser||Bremerhaven|Allemagne|Europe de l'Ouest|T001
DC-12850102|Dan|Carlyne||Bacoor|Philippines|Asie du Sud-Est|T001
ES-140201406|Erica|Renobert|10035|New York City|États-Unis|Est des États-Unis|T001
ES-402023|Erica|Meniar||London|Canada|Canada|T001
PG-889533|Paul|Banel||Lubumbashi|Congo (République démocratique du)|Afrique centrale|T001
SD-1048535|Shirley|Elner||Djibouti|Djibouti|Afrique de l'Est|T003
ES-140201408|Erica|Metulia|38301|Jackson|États-Unis|Sud des États-Unis|T001
LR-16915101|Lena|Embout||Lima|Pérou|Amérique du Sud|T001
ES-140201402|Erica|Tontcheva|77036|Houston|États-Unis|Centre des États-Unis|T001
GH-14665124|Greg|Doctrove||Stockholm|Suède|Europe du Nord|T001
KA-6525137|Kelly|Aydilienne||Dniprodzerzhyns'k|Ukraine|Europe de l'Est|T001
KW-6570134|Kelly|Atkinson||Trabzon|Turquie|Asie de l'Ouest|T001
MO-1780048|Meg|Adiloph||Bielefeld|Allemagne|Europe de l'Ouest|T003
MG-1820592|Mitch|Drago||Auckland|Nouvelle-Zélande|Océanie|T002
JC-5385108|Jenna|Guillonet||Miass|Russie|Europe de l'Est|T001
TN-2104045|Tanja|Biriyanga||Le Mans|France|Europe de l'Ouest|T003
KM-6375103|Katherine|Maireni||Lublin|Pologne|Europe de l'Est|T003
EA-140351402|Erin|Clavain|75007|Carrollton|États-Unis|Centre des États-Unis|T002
EH-1400559|Erica|Tabzari||Padang|Indonésie|Asie du Sud-Est|T003
FC-14245139|Frank|Chrystoph||Edinburgh|Royaume-Uni|Europe du Nord|T003
EA-140351406|Erin|Kester|19134|Philadelphia|États-Unis|Est des États-Unis|T002
SO-20335102|Sean|Annlynn||Marikina|Philippines|Asie du Sud-Est|T001
EM-1382598|Elizabeth|Spelca||Panama City|Panama|Amérique centrale|T002
EM-13960104|Eric|Abdeldjalic||Lisbon|Portugal|Europe du Sud|T001
ES-4080134|Erin|Cappelletti||Esenyurt|Turquie|Asie de l'Ouest|T002
JM-525061|Janet|Juliany||Mosul|Irak|Asie de l'Ouest|T001
KH-6330110|Katharine|Alcodori||Riyadh|Arabie saoudite|Asie de l'Ouest|T002
LA-6780108|Laura|Atzin||Belgorod|Russie|Europe de l'Est|T002
EA-140351404|Erin|Fokke|90008|Los Angeles|États-Unis|Ouest des États-Unis|T002
TZ-1144577|Tom|Franci||Antananarivo|Madagascar|Afrique de l'Est|T002
EC-405029|Erin|Soulef||Abidjan|Côte-d'Ivoire|Afrique de l'Ouest|T001
EB-1417066|Evan|Kellina||Ichikawa|Japon|Asie de l'Est|T001
RH-19600101|Rob|Nedjelka||Cajamarca|Pérou|Amérique du Sud|T001
AR-51086|Andrew|Annou||Sale|Maroc|Afrique du Nord|T001
BH-11710124|Brosina|Mukundkumar||Stockholm|Suède|Europe du Nord|T001
LF-7185111|Luke|Gregfory||Dakar|Sénégal|Afrique de l'Ouest|T001
EA-140351408|Erin|Agustini|28205|Charlotte|États-Unis|Sud des États-Unis|T002
BS-1138098|Bill|Genio||Panama City|Panama|Amérique centrale|T002
CK-1232539|Christine|Japhat||Soyapango|El Salvador|Amérique centrale|T003
CD-1198055|Carol|Messody||Choloma|Honduras|Amérique centrale|T001
AH-1058527|Angele|Parruite||Zhuhai|Chine|Asie de l'Est|T001
DB-1355559|Dorothy|Boisseau||Jakarta|Indonésie|Asie du Sud-Est|T002
IL-15100120|Ivan|Chluor||Murcie|Espagne|Europe du Sud|T001
PO-1919558|Phillina|Johnni||Lucknow|Inde|Asie du Sud|T003
VM-2168558|Valerie|Mourati||Phuntsholing|Bhoutan|Asie du Sud|T003
NH-8610107|Nicole|Soffiane||Sibiu|Roumanie|Europe de l'Est|T002
RB-1964548|Robert|Nilc||Dortmund|Allemagne|Europe de l'Ouest|T002
SM-10950108|Suzanne|Mennouba||Zlatoust|Russie|Europe de l'Est|T002
AB-1006061|Adam|Siouar||Bagdad|Irak|Asie de l'Ouest|T003
AG-1030059|Aleksandra|Dolsee||Bandung|Indonésie|Asie du Sud-Est|T002
EB-393060|Eric|Bogumile||Téhéran|Iran|Asie du Sud|T001
HM-1498014|Henry|Barlach||Kortrijk|Belgique|Europe de l'Ouest|T001
CA-1231058|Christine|Sevilla||Meerut|Inde|Asie du Sud|T002
JS-1559548|Jill|Maglore||Berlin|Allemagne|Europe de l'Ouest|T002
BP-109515|Bart|Ersonay||Parakou|Bénin|Afrique de l'Ouest|T002
DB-12970139|Darren|Kelin||Rotherham|Royaume-Uni|Europe du Nord|T002
JM-558060|Jill|Deydier||Ardabil|Iran|Asie du Sud|T001
MY-8295129|Muhammed|Parize||Dar es Salaam|Tanzanie|Afrique de l'Est|T002
RD-1990058|Ruben|Mengxuan||Jaipur|Inde|Asie du Sud|T001
HG-1484565|Harry|Euna||Spanish Town|Jamaïque|Caraïbes|T001
BM-1157531|Brendan|Remtane||Camagüey|Cuba|Caraïbes|T002
AB-1560|Aaron|Daging||Qom|Iran|Asie du Sud|T001
ND-1837027|Natalie|Ishisuaka||Huizhou|Chine|Asie de l'Est|T001
PC-1900058|Pauline|Djeimsi||Ratlam|Inde|Asie du Sud|T003
BD-1150026|Bradley|Chamesoudine||Santiago|Chili|Amérique du Sud|T001
CM-1271548|Craig|Liqian||Kerpen|Allemagne|Europe de l'Ouest|T002
JB-1604558|Julia|Mily||Bhiwandi|Inde|Asie du Sud|T003
ML-1739592|Marina|Cuihua||Palmerston North|Nouvelle-Zélande|Océanie|T002
SV-2081593|Stuart|Dierry||Chinandega|Nicaragua|Amérique centrale|T002
EC-140501408|Erin|Hamonier|31907|Columbus|États-Unis|Sud des États-Unis|T001
JD-16015139|Joy|Luzala||Glasgow|Royaume-Uni|Europe du Nord|T001
SC-208007|Stuart|Vinyo||Gold Coast|Australie|Océanie|T001
CS-1195058|Carlos|Prosperia||Bareilly|Inde|Asie du Sud|T001
EC-140501402|Erin|Grasiella|73120|Oklahoma City|États-Unis|Centre des États-Unis|T001
TM-214907|Tony|Chaimas||Coffs Harbour|Australie|Océanie|T001
RB-1964539|Robert|Pegeot||Soyapango|El Salvador|Amérique centrale|T002
EC-140501404|Erin|Mehran|94110|San Francisco|États-Unis|Ouest des États-Unis|T001
TB-2152064|Tracy|Ghjuvanu||Rome|Italie|Europe du Sud|T001
EC-140501406|Erin|Walton|43229|Columbus|États-Unis|Est des États-Unis|T001
PO-885030|Patrick|Baha||Zagreb|Croatie|Europe du Sud|T001
EM-140651406|Erin|Kinette|10009|New York City|États-Unis|Est des États-Unis|T001
EM-406523|Erin|Margerida||Surrey|Canada|Canada|T001
EM-140651402|Erin|Waldecy|75034|Frisco|États-Unis|Centre des États-Unis|T001
JE-1616596|Justin|Khassoum||Sandnes|Norvège|Europe du Nord|T002
MC-1727559|Marc|Thenard||Pematangsiantar|Indonésie|Asie du Sud-Est|T001
EM-140651408|Erin|Soscia|28540|Jacksonville|États-Unis|Sud des États-Unis|T001
AB-101055|Adrian|Ikbane||LaÊRioja|Argentine|Amérique du Sud|T001
JS-568560|Jim|Chenouf||Sanandaj|Iran|Asie du Sud|T002
TB-211757|Thomas|Nouam||Gold Coast|Australie|Océanie|T002
ES-140801404|Erin|Meggane|97477|Springfield|États-Unis|Ouest des États-Unis|T002
AR-10345113|Alex|Santhija||Singapour|Singapour|Asie du Sud-Est|T002
ES-140801406|Erin|Tassaout|44107|Lakewood|États-Unis|Est des États-Unis|T002
SG-2060592|Speros|Gjulhan||Auckland|Nouvelle-Zélande|Océanie|T001
ZD-21925102|Zuschuss|Berlandie||Manila|Philippines|Asie du Sud-Est|T001
BF-11215144|Benjamin|Sabetaille||Ho Chi Minh City|Vietnam|Asie du Sud-Est|T003
RK-19300139|Ralph|Kwamin||Leicester|Royaume-Uni|Europe du Nord|T001
BP-1185103|Ben|Franny||Jaworzno|Pologne|Europe de l'Est|T002
JH-5910137|Jonathan|Anourack||Lviv|Ukraine|Europe de l'Est|T001
JW-1595551|Joni|Ray||Chinautla|Guatemala|Amérique centrale|T001
NP-1832531|Naresj|Arcilio||Holguín|Cuba|Caraïbes|T001
CV-229522|Christina|Nabril||Garoua|Cameroun|Afrique centrale|T001
KW-1657059|Kelly|Bouyakoub||Bogor|Indonésie|Asie du Sud-Est|T001
CM-1211528|Chad|Runny||Soacha|Colombie|Amérique du Sud|T001
JC-1534082|Jasper|Naoele||Chihuahua|Mexique|Amérique centrale|T001
JB-160005|Joy|Deloof||Bahía Blanca|Argentine|Amérique du Sud|T001
DF-1313582|David|Maelanne||Morelia|Mexique|Amérique centrale|T001
JS-5685117|Jim|Causse||Durban|Afrique du Sud|Afrique australe|T002
ES-140801408|Erin|Paivi|32935|Melbourne|États-Unis|Sud des États-Unis|T002
RS-198707|Roy|Rarrib||Port Macquarie|Australie|Océanie|T003
NR-1855055|Nick|Cab||Choloma|Honduras|Amérique centrale|T001
CA-1965136|Carol|Houair||Kampala|Ouganda|Afrique de l'Est|T002
GZ-145457|George|Kavian||Gold Coast|Australie|Océanie|T002
HM-1498028|Henry|Eychenne||Barranquilla|Colombie|Amérique du Sud|T001
HG-484522|Harry|Ohzaros||Yaounde|Cameroun|Afrique centrale|T001
CM-12385118|Christopher|Bougrine||Séoul|Corée du Sud|Asie de l'Est|T001
AM-10705120|Anne|Tieu||Valencia|Espagne|Europe du Sud|T001
BP-1115548|Becky|Elmouzra||Dortmund|Allemagne|Europe de l'Ouest|T001
GT-1463545|Grant|Naelie||Marseille|France|Europe de l'Ouest|T002
KW-1657080|Kelly|Effilochage||Fort-de-France|Martinique|Caraïbes|T001
JM-6195117|Justin|Neusa||Rustenburg|Afrique du Sud|Afrique australe|T001
KC-1625591|Karen|Eldevine||Schiedam|Pays-Bas|Europe de l'Ouest|T002
MZ-1751539|Mary|Abdelmelek||Apopa|El Salvador|Amérique centrale|T002
ND-8370134|Natalie|Meahin||Gaziantep|Turquie|Asie de l'Ouest|T001
NM-18445132|Nathan|Cantian||SanÊFernando|Trinité-et-Tobago|Caraïbes|T003
GZ-4470110|Gary|Abderrazah||Jeddah|Arabie saoudite|Asie de l'Ouest|T001
SD-20485130|Shirley|Czeblawa||Bangkok|Thaïlande|Asie du Sud-Est|T003
TB-211758|Thomas|Julieanne||Vienne|Autriche|Europe de l'Ouest|T002
PJ-1901598|Pauline|Gourvennec||San Miguelito|Panama|Amérique centrale|T001
LB-1679555|Laurel|Boudi||Choluteca|Honduras|Amérique centrale|T003
LA-678086|Laura|Anagallis||Rabat|Maroc|Afrique du Nord|T002
SC-2026059|Scott|Haussermann||Jakarta|Indonésie|Asie du Sud-Est|T002
EM-140951408|Eudokia|Ishmael|22153|Springfield|États-Unis|Sud des États-Unis|T002
IL-510095|Ivan|Eemtien||Lagos|Nigeria|Afrique de l'Ouest|T001
EM-140951404|Eudokia|Kolawole|90036|Los Angeles|États-Unis|Ouest des États-Unis|T002
EM-409523|Eudokia|Amondin||Halifax|Canada|Canada|T002
CS-235538|Christine|Bernarrd||Cairo|Égypte|Afrique du Nord|T001
EM-140951406|Eudokia|Ali|10024|New York City|États-Unis|Est des États-Unis|T002
AA-1064578|Anna|Errazzak||Taiping|Malaisie|Asie du Sud-Est|T001
JL-1550597|Jeremy|Jorge||Lahore|Pakistan|Asie du Sud|T001
MC-810061|Mick|Birol||Bagdad|Irak|Asie de l'Ouest|T001
EB-141101406|Eugene|Fauroy|10035|New York City|États-Unis|Est des États-Unis|T001
DK-2895103|Dana|Patel||Sosnowiec|Pologne|Europe de l'Est|T001
EJ-415561|Eva|Naili||Bagdad|Irak|Asie de l'Ouest|T001
EB-141101404|Eugene|Ankibati|95123|San Jose|États-Unis|Ouest des États-Unis|T001
JB-16045139|Julia|Cigyl||Cardiff|Royaume-Uni|Europe du Nord|T003
LB-6795134|Laurel|Nideh||Adana|Turquie|Asie de l'Ouest|T003
BT-1395108|Bill|Mulliez||Birobidzhan|Russie|Europe de l'Est|T002
CM-1223548|Chris|Hamadaa||Berlin|Allemagne|Europe de l'Ouest|T001
DA-134507|Dianna|Rashko||Tamworth|Australie|Océanie|T003
SS-2041093|Shahid|Visitation||Managua|Nicaragua|Amérique centrale|T001
EH-141251406|Eugene|Baury|14609|Rochester|États-Unis|Est des États-Unis|T003
EH-141251408|Eugene|Elonguele|33311|Fort Lauderdale|États-Unis|Sud des États-Unis|T003
EH-141251402|Eugene|Alnour|60505|Aurora|États-Unis|Centre des États-Unis|T003
CL-1189039|Carl|Koutyan||Soyapango|El Salvador|Amérique centrale|T001
CC-2610134|Corey|Daniielle||Samsun|Turquie|Asie de l'Ouest|T002
JB-1600051|Joy|Kenida||Chinautla|Guatemala|Amérique centrale|T001
SC-10770134|Stewart|Lignakhone||Bursa|Turquie|Asie de l'Ouest|T002
GR-4560133|Georgia|Frosti||Tunis|Tunisie|Afrique du Nord|T002
KE-1642064|Katrina|Sanahin||Venice|Italie|Europe du Sud|T002
TH-211007|Thea|Borja||Rockhampton|Australie|Océanie|T001
JC-1610582|Julie|Hervay||Hermosillo|Mexique|Amérique centrale|T002
EH-141251404|Eugene|Sylvy|80906|Colorado Springs|États-Unis|Ouest des États-Unis|T003
DM-1301593|Darrin|Heureuse||Managua|Nicaragua|Amérique centrale|T001
BN-1147092|Brad|Lard||Christchurch|Nouvelle-Zélande|Océanie|T002
MT-178158|Meg|Shetty||Vienne|Autriche|Europe de l'Ouest|T001
EM-1381082|Eleni|Oumocari||Tampico|Mexique|Amérique centrale|T002
BT-139586|Bill|Rucquois||Tetouan|Maroc|Afrique du Nord|T002
ND-8460108|Neil|Izebela||Usol'ye-Sibirskoye|Russie|Europe de l'Est|T002
SM-2000536|Sally|Chhang||Saint-Domingue|République dominicaine|Caraïbes|T001
MS-1736555|Maribeth|Vorzet||Tegucigalpa|Honduras|Amérique centrale|T001
DP-1300088|Darren|Majella||Yangon|Myanmar (Birmanie)|Asie du Sud-Est|T001
EM-1382559|Elizabeth|Asuka||Semarang|Indonésie|Asie du Sud-Est|T002
IM-5055107|Ionia|Ponciano||Arad|Roumanie|Europe de l'Est|T001
MH-744061|Mark|Sariana||Basra|Irak|Asie de l'Ouest|T002
TG-11640122|Trudy|Martineclaire||Khartoum|Soudan|Afrique du Nord|T001
CS-1217537|Charles|Theodonie||Quito|Équateur|Amérique du Sud|T002
GD-459019|Giulietta|Barossi||Sliven|Bulgarie|Europe de l'Est|T002
JP-1613558|Julie|Adbelsalam||Bikaner|Inde|Asie du Sud|T003
QJ-19255130|Quincy|Donchev||Bangkok|Thaïlande|Asie du Sud-Est|T002
CK-220561|Chloris|Channthy||Basra|Irak|Asie de l'Ouest|T001
DG-330033|Deirdre|Frounze||Kinshasa|Congo (République démocratique du)|Afrique centrale|T002
EM-141401404|Eugene|Ferret|59405|Great Falls|États-Unis|Ouest des États-Unis|T003
SS-205907|Sonia|Herdmann||Perth|Australie|Océanie|T001
GT-14710125|Greg|Noufoussi||Winterthur|Suisse|Europe de l'Ouest|T001
EM-141401402|Eugene|Jossada|54880|Superior|États-Unis|Centre des États-Unis|T003
MG-1768092|Maureen|Dapeng||Auckland|Nouvelle-Zélande|Océanie|T003
PV-1898591|Paul|Ruidong||Nijmegen|Pays-Bas|Europe de l'Ouest|T003
MH-8115117|Mick|Moriyuki||Pretoria|Afrique du Sud|Afrique australe|T003
MW-1822064|Mitch|Leonivovitch||Turin|Italie|Europe du Sud|T001
DW-1358598|Dorothy|Marilaure||Panama City|Panama|Amérique centrale|T002
BD-1150018|Bradley|Etenne||Tatuí|Brésil|Amérique du Sud|T001
EM-141401406|Eugene|Latsamee|19711|Newark|États-Unis|Est des États-Unis|T003
JJ-1544592|Jennifer|Amlan||Porirua|Nouvelle-Zélande|Océanie|T001
JR-1621045|Justin|Soibaha||Courbevoie|France|Europe de l'Ouest|T002
SN-2071018|Steve|Lafouge||Curitiba|Brésil|Amérique du Sud|T003
AW-930111|Arthur|Siavoche||Dakar|Sénégal|Afrique de l'Ouest|T003
DK-1322527|Dean|Ouesime||Jining|Chine|Asie de l'Est|T002
SJ-10125134|Sanjit|Tessadi||Gaziemir|Turquie|Asie de l'Ouest|T003
CA-205560|Cathy|Ernout||Shushtar|Iran|Asie du Sud|T003
CA-1196531|Carol|Gwendoline||Santiago de Cuba|Cuba|Caraïbes|T002
CS-246061|Chuck|Moncassin||Arbil|Irak|Asie de l'Ouest|T001
HD-14785101|Harold|Teura||Lima|Pérou|Amérique du Sud|T003
SC-2009555|Sanjit|Sepasetiano||Tegucigalpa|Honduras|Amérique centrale|T001
MH-1744031|Mark|Wenze||Nueva Gerona|Cuba|Caraïbes|T002
AF-87013|Art|Paroisse||Hrodna|Biélorussie|Europe de l'Est|T001
MS-1736592|Maribeth|Harleidy||Christchurch|Nouvelle-Zélande|Océanie|T001
MY-1738027|Maribeth|Keyue||Tongzhou|Chine|Asie de l'Est|T002
MW-8235119|Mitch|Lilianee||Juba|Soudan du Sud|Afrique de l'Est|T002
PS-190457|Penelope|Berkaoune||Caloundra|Australie|Océanie|T003
SC-2069564|Steve|Galtier||Catania|Italie|Europe du Sud|T002
WB-2185011|William|Patriia||Chittagong|Bangladesh|Asie du Sud|T001
AR-10570102|Anemone|Jodette||Manila|Philippines|Asie du Sud-Est|T001
CD-198095|Carol|Odon||Lagos|Nigeria|Afrique de l'Ouest|T001
TP-215657|Tracy|Gissy||Bendigo|Australie|Océanie|T002
AA-106458|Anna|Jakimow||Vienne|Autriche|Europe de l'Ouest|T001
MZ-1733528|Maria|Juniet||Palmira|Colombie|Amérique du Sud|T003
TB-2140093|Tom|Hicks||Managua|Nicaragua|Amérique centrale|T001
CL-12565139|Clay|Hinarani||Solihull|Royaume-Uni|Europe du Nord|T001
CB-1253593|Claudia|Matthus||Managua|Nicaragua|Amérique centrale|T002
DM-295583|Dario|Sparazen||Balti|Moldavie|Europe de l'Est|T002
EJ-141551406|Eva|Metzger|2038|Franklin|États-Unis|Est des États-Unis|T001
EJ-141551404|Eva|Claudinne|98105|Seattle|États-Unis|Ouest des États-Unis|T001
MC-1813082|Mike|Evarest||Apodaca|Mexique|Amérique centrale|T002
JO-5550131|Jesus|Nzengu||Lome|Togo|Afrique de l'Ouest|T003
TS-2137027|Todd|Digbijaye||Kunming|Chine|Asie de l'Est|T002
TB-11400145|Tom|Helies||Taizz|Yémen|Asie de l'Ouest|T001
CM-2445111|Chuck|Vaissy||Dakar|Sénégal|Afrique de l'Ouest|T001
KH-1651027|Keith|Sakia||Kunming|Chine|Asie de l'Est|T001
EJ-141551408|Eva|Adalbert|39503|Gulfport|États-Unis|Sud des États-Unis|T001
MT-178157|Meg|Marcillac||Sydney|Australie|Océanie|T001
EB-141701402|Evan|Mawuene|77095|Houston|États-Unis|Centre des États-Unis|T001
SO-1033533|Sean|Monthelie||Kinshasa|Congo (République démocratique du)|Afrique centrale|T001
NW-1840098|Natalie|Estadieu||David|Panama|Amérique centrale|T001
EB-141701404|Evan|Barison|98115|Seattle|États-Unis|Ouest des États-Unis|T001
MG-1787536|Michael|Nawel||La Romana|République dominicaine|Caraïbes|T003
LW-699038|Lindsay|Victtorio||Disuq|Égypte|Afrique du Nord|T002
MN-17935102|Michael|Sandri||Makati|Philippines|Asie du Sud-Est|T001
AT-43560|Alyssa|Gusmann||Shiraz|Iran|Asie du Sud|T003
DK-289584|Dana|Mircilene||Ulan Bator|Mongolie|Asie de l'Est|T001
EB-141701408|Evan|Speidel|28205|Charlotte|États-Unis|Sud des États-Unis|T001
BM-1157536|Brendan|Bindo||Santiago de los Caballeros|République dominicaine|Caraïbes|T002
EH-141851406|Evan|Icole|19120|Philadelphia|États-Unis|Est des États-Unis|T001
DB-312095|David|Abelgermain||Ilorin|Nigeria|Afrique de l'Ouest|T002
GB-453086|George|Chtisturatnam||Sale|Maroc|Afrique du Nord|T002
HW-1493582|Helen|Nurittin||Madero|Mexique|Amérique centrale|T002
SC-2038045|Shahid|Epi||Roubaix|France|Europe de l'Ouest|T001
TH-11235147|Tiffany|Scutaru||Chitungwiza|Zimbabwe|Afrique de l'Est|T002
RW-1954039|Rick|Taguri||Soyapango|El Salvador|Amérique centrale|T002
FW-1439582|Fred|Bouabdela||Zapopan|Mexique|Amérique centrale|T002
VP-2176098|Victoria|Ciryaque||San Miguelito|Panama|Amérique centrale|T002
EH-141851408|Evan|Sear|33407|West Palm Beach|États-Unis|Sud des États-Unis|T001
EH-141851402|Evan|Velislava|77506|Pasadena|États-Unis|Centre des États-Unis|T001
BP-1123051|Benjamin|Vaast||Escuintla|Guatemala|Amérique centrale|T001
PF-1922539|Phillip|Estellle||SanÊSalvador|El Salvador|Amérique centrale|T001
ML-1739582|Marina|Charoon||Juárez|Mexique|Amérique centrale|T002
PG-1889558|Paul|Clere||Bhavnagar|Inde|Asie du Sud|T001
PW-9030135|Pauline|Aynar||Turkmenabat|Turkménistan|Asie centrale|T002
ES-1408082|Erin|Koutia||Fresnillo de González Echeverría|Mexique|Amérique centrale|T002
RW-1963062|Rob|Swhen||Dublin|Irlande|Europe du Nord|T002
BD-1725134|Bruce|Mugaba||Mersin|Turquie|Asie de l'Ouest|T001
RS-1976555|Roland|Kanueng||Choloma|Honduras|Amérique centrale|T002
RB-1979531|Ross|Odimar||Santiago de Cuba|Cuba|Caraïbes|T003
MS-1798036|Michael|Florain||Santiago de los Caballeros|République dominicaine|Caraïbes|T002
AB-101507|Aimee|Marlem||Sydney|Australie|Océanie|T001
PJ-883513|Patrick|Jiyong||Homiel|Biélorussie|Europe de l'Est|T002
BG-1103555|Barry|Ruoyi||Choloma|Honduras|Amérique centrale|T001
EM-142001402|Evan|Canaman|75217|Dallas|États-Unis|Centre des États-Unis|T003
KL-66454|Ken|Binecheihk||Luanda|Angola|Afrique centrale|T001
LM-70653|Liz|Bossiho||Annaba|Algérie|Afrique du Nord|T001
NC-18535120|Nick|Bequet||El Prat de Llobregat|Espagne|Europe du Sud|T002
EM-142001408|Evan|Vacharee|33142|Miami|États-Unis|Sud des États-Unis|T003
SR-10740116|Steven|Ankidaty||Mogadishu|Somalie|Afrique de l'Est|T003
AW-1093018|Arthur|Anfifa||São Paulo|Brésil|Amérique du Sud|T003
JK-15730139|Joe|Ameda||London|Royaume-Uni|Europe du Nord|T001
FM-142151406|Filia|Chinna|19140|Philadelphia|États-Unis|Est des États-Unis|T002
FM-142151408|Filia|Lonan|27405|Greensboro|États-Unis|Sud des États-Unis|T002
MP-7965110|Michael|Felisaz||Riyadh|Arabie saoudite|Asie de l'Ouest|T002
RD-19810139|Ross|Djeno||Southend-on-Sea|Royaume-Uni|Europe du Nord|T003
DC-1285097|Dan|Tchokogue||Hyderabad|Pakistan|Asie du Sud|T001
JL-15175125|James|Cruisse||Berne|Suisse|Europe de l'Ouest|T003
ON-8715147|Odella|Ronalda||Harare|Zimbabwe|Afrique de l'Est|T002
SC-2023097|Scot|Marycia||Gujranwala|Pakistan|Asie du Sud|T002
AF-1088548|Art|Aizhu||Leipzig|Allemagne|Europe de l'Ouest|T001
DA-345067|Dianna|Alene||Amman|Jordanie|Asie de l'Ouest|T003
PO-918083|Philisse|Amminatha||Chiőinőu|Moldavie|Europe de l'Est|T003
MC-1727536|Marc|Marclay||Saint-Domingue|République dominicaine|Caraïbes|T001
DB-13120120|David|Colucci||Getxo|Espagne|Europe du Sud|T002
SW-2024550|Scot|Eliuti||Les Abymes|Guadeloupe|Caraïbes|T001
JC-538529|Jenna|Cercy||Abidjan|Côte-d'Ivoire|Afrique de l'Ouest|T001
ML-804075|Michelle|Servine||Kaunas|Lituanie|Europe du Nord|T002
FG-142605|Frank|Anturia||Neuquén|Argentine|Amérique du Sud|T003
